symbol,Close,timestamp
GOOGL,447.14,2024-01-01 09:30:00
VZ,167.52,2024-01-01 09:30:00
AAPL,294.73,2024-01-01 09:30:00
GOOGL,1043.31,2024-01-01 09:30:00
MSFT,699.06,2024-01-01 09:30:00
GOOGL,226.18,2024-01-01 09:30:00
TSLA,317.79,2024-01-01 09:30:00
AAPL,786.1,2024-01-01 09:30:00
AMZN,1284.03,2024-01-01 09:30:00
AMZN,564.67,2024-01-01 09:30:00
NFLX,1450.65,2024-01-01 09:30:00
TSLA,912.08,2024-01-01 09:30:00
GOOGL,219.81,2024-01-01 09:30:00
NFLX,328.73,2024-01-01 09:30:00
TSLA,154.17,2024-01-01 09:30:00
NVDA,911.71,2024-01-01 09:30:00
MSFT,775.44,2024-01-01 09:30:00
AAPL,1198.61,2024-01-01 09:30:00
VZ,341.8,2024-01-01 09:30:00
FB,934.13,2024-01-01 09:30:00
AMZN,599.95,2024-01-01 09:30:00
NVDA,1110.26,2024-01-01 09:30:00
NVDA,105.09,2024-01-01 09:30:00
VZ,1149.05,2024-01-01 09:30:00
AAPL,1223.3,2024-01-01 09:30:00
FB,1138.06,2024-01-01 09:30:00
MSFT,308.29,2024-01-01 09:30:00
NFLX,1027.06,2024-01-01 09:30:00
NVDA,123.75,2024-01-01 09:30:00
MSFT,498.86,2024-01-01 09:30:00
MSFT,822.57,2024-01-01 09:30:00
NFLX,1280.63,2024-01-01 09:30:00
GOOGL,631.3,2024-01-01 09:30:00
MSFT,678.27,2024-01-01 09:30:00
NVDA,603.83,2024-01-01 09:30:00
BRK.A,750.43,2024-01-01 09:30:00
AMZN,146.42,2024-01-01 09:30:00
NVDA,655.96,2024-01-01 09:30:00
AAPL,922.72,2024-01-01 09:30:00
BRK.A,954.08,2024-01-01 09:30:00
BRK.A,1234.15,2024-01-01 09:30:00
AAPL,1401.35,2024-01-01 09:30:00
VZ,1149.01,2024-01-01 09:30:00
VZ,862.35,2024-01-01 09:30:00
VZ,1225.44,2024-01-01 09:30:00
AMZN,1334.03,2024-01-01 09:30:00
BRK.A,1152.97,2024-01-01 09:30:00
BRK.A,179.45,2024-01-01 09:30:00
TSLA,906.97,2024-01-01 09:30:00
NVDA,1085.47,2024-01-01 09:30:00
FB,416.8,2024-01-01 09:30:00
FB,1127.65,2024-01-01 09:30:00
VZ,710.47,2024-01-01 09:30:00
NFLX,728.28,2024-01-01 09:30:00
TSLA,639.95,2024-01-01 09:30:00
FB,1459.64,2024-01-01 09:30:00
MSFT,1068.53,2024-01-01 09:30:00
AAPL,382.82,2024-01-01 09:30:00
AMZN,992.03,2024-01-01 09:30:00
BRK.A,486.98,2024-01-01 09:30:00
GOOGL,1138.87,2024-01-01 09:30:00
NVDA,1268.45,2024-01-01 09:30:00
MSFT,1132.24,2024-01-01 09:30:00
NVDA,1119.52,2024-01-01 09:30:00
NVDA,1071.31,2024-01-01 09:30:00
BRK.A,278.7,2024-01-01 09:30:00
NVDA,1345.56,2024-01-01 09:30:00
VZ,376.35,2024-01-01 09:30:00
AAPL,1220.36,2024-01-01 09:30:00
MSFT,627.33,2024-01-01 09:30:00
AAPL,194.67,2024-01-01 09:30:00
FB,1465.23,2024-01-01 09:30:00
MSFT,1430.33,2024-01-01 09:30:00
AAPL,1215.33,2024-01-01 09:30:00
GOOGL,214.98,2024-01-01 09:30:00
MSFT,175.45,2024-01-01 09:30:00
TSLA,796.47,2024-01-01 09:30:00
VZ,1196.3,2024-01-01 09:30:00
BRK.A,605.94,2024-01-01 09:30:00
VZ,1293.35,2024-01-01 09:30:00
NFLX,1338.87,2024-01-01 09:30:00
NVDA,431.14,2024-01-01 09:30:00
NFLX,255.32,2024-01-01 09:30:00
GOOGL,433.76,2024-01-01 09:30:00
GOOGL,735.58,2024-01-01 09:30:00
AMZN,134.64,2024-01-01 09:30:00
VZ,615.76,2024-01-01 09:30:00
NVDA,615.93,2024-01-01 09:30:00
NVDA,177.1,2024-01-01 09:30:00
BRK.A,796.64,2024-01-01 09:30:00
VZ,264.37,2024-01-01 09:30:00
NVDA,1086.36,2024-01-01 09:30:00
TSLA,941.13,2024-01-01 09:30:00
VZ,719.42,2024-01-01 09:30:00
NFLX,1165.68,2024-01-01 09:30:00
TSLA,1446.0,2024-01-01 09:30:00
FB,1351.7,2024-01-01 09:30:00
FB,379.43,2024-01-01 09:30:00
NVDA,1028.2,2024-01-01 09:30:00
NFLX,547.88,2024-01-01 09:30:00
NFLX,1289.6,2024-01-01 09:30:00
BRK.A,671.02,2024-01-01 09:30:00
FB,652.96,2024-01-01 09:30:00
MSFT,1118.96,2024-01-01 09:30:00
GOOGL,948.51,2024-01-01 09:30:00
NVDA,1487.68,2024-01-01 09:30:00
NVDA,189.38,2024-01-01 09:30:00
AMZN,1088.95,2024-01-01 09:30:00
AMZN,148.37,2024-01-01 09:30:00
GOOGL,200.22,2024-01-01 09:30:00
TSLA,1025.59,2024-01-01 09:30:00
AAPL,870.31,2024-01-01 09:30:00
AMZN,530.78,2024-01-01 09:30:00
FB,1340.77,2024-01-01 09:30:00
NVDA,1425.88,2024-01-01 09:30:00
NFLX,1231.34,2024-01-01 09:30:00
FB,647.76,2024-01-01 09:30:00
BRK.A,349.5,2024-01-01 09:30:00
NVDA,1337.74,2024-01-01 09:30:00
FB,360.66,2024-01-01 09:30:00
NVDA,348.92,2024-01-01 09:30:00
GOOGL,883.44,2024-01-01 09:31:00
NFLX,1015.83,2024-01-01 09:31:00
TSLA,1235.51,2024-01-01 09:31:00
GOOGL,191.79,2024-01-01 09:31:00
TSLA,1151.66,2024-01-01 09:31:00
MSFT,205.26,2024-01-01 09:31:00
BRK.A,677.69,2024-01-01 09:31:00
FB,353.88,2024-01-01 09:31:00
MSFT,801.7,2024-01-01 09:31:00
AAPL,1446.24,2024-01-01 09:31:00
GOOGL,489.43,2024-01-01 09:31:00
AMZN,867.92,2024-01-01 09:31:00
FB,289.39,2024-01-01 09:31:00
TSLA,213.34,2024-01-01 09:31:00
NVDA,271.94,2024-01-01 09:31:00
FB,1207.87,2024-01-01 09:31:00
NFLX,530.76,2024-01-01 09:31:00
MSFT,761.27,2024-01-01 09:31:00
FB,448.41,2024-01-01 09:31:00
BRK.A,519.3,2024-01-01 09:31:00
NFLX,797.06,2024-01-01 09:31:00
VZ,670.61,2024-01-01 09:31:00
AMZN,1045.35,2024-01-01 09:31:00
NVDA,254.42,2024-01-01 09:31:00
AAPL,1491.28,2024-01-01 09:31:00
TSLA,1056.8,2024-01-01 09:31:00
AAPL,1014.31,2024-01-01 09:31:00
NFLX,758.65,2024-01-01 09:31:00
TSLA,397.71,2024-01-01 09:31:00
AAPL,1001.42,2024-01-01 09:31:00
NFLX,164.29,2024-01-01 09:31:00
GOOGL,979.1,2024-01-01 09:31:00
FB,107.34,2024-01-01 09:31:00
FB,708.57,2024-01-01 09:31:00
AAPL,640.32,2024-01-01 09:31:00
AAPL,1168.93,2024-01-01 09:31:00
AMZN,133.95,2024-01-01 09:31:00
AAPL,237.07,2024-01-01 09:31:00
VZ,841.21,2024-01-01 09:31:00
AMZN,517.89,2024-01-01 09:31:00
NVDA,1327.88,2024-01-01 09:31:00
AAPL,1165.41,2024-01-01 09:31:00
AAPL,1404.71,2024-01-01 09:31:00
NVDA,920.31,2024-01-01 09:31:00
BRK.A,819.2,2024-01-01 09:31:00
NVDA,1027.74,2024-01-01 09:31:00
TSLA,122.9,2024-01-01 09:31:00
BRK.A,694.66,2024-01-01 09:31:00
BRK.A,770.25,2024-01-01 09:31:00
BRK.A,218.65,2024-01-01 09:31:00
NVDA,1396.38,2024-01-01 09:31:00
GOOGL,564.23,2024-01-01 09:31:00
AAPL,1079.36,2024-01-01 09:31:00
FB,206.13,2024-01-01 09:31:00
TSLA,681.2,2024-01-01 09:31:00
AAPL,224.71,2024-01-01 09:31:00
VZ,557.59,2024-01-01 09:31:00
MSFT,522.87,2024-01-01 09:31:00
MSFT,476.13,2024-01-01 09:31:00
NVDA,616.66,2024-01-01 09:31:00
TSLA,990.37,2024-01-01 09:31:00
VZ,1389.53,2024-01-01 09:31:00
TSLA,241.49,2024-01-01 09:31:00
AAPL,1228.17,2024-01-01 09:31:00
BRK.A,1490.16,2024-01-01 09:31:00
AAPL,1271.45,2024-01-01 09:31:00
AMZN,834.53,2024-01-01 09:31:00
NFLX,1497.82,2024-01-01 09:31:00
AMZN,850.09,2024-01-01 09:31:00
GOOGL,1418.47,2024-01-01 09:31:00
AMZN,327.56,2024-01-01 09:31:00
VZ,445.29,2024-01-01 09:31:00
GOOGL,133.88,2024-01-01 09:31:00
BRK.A,407.56,2024-01-01 09:31:00
MSFT,1466.15,2024-01-01 09:31:00
FB,513.82,2024-01-01 09:31:00
AAPL,1064.28,2024-01-01 09:31:00
NFLX,242.29,2024-01-01 09:31:00
MSFT,800.72,2024-01-01 09:31:00
AMZN,835.65,2024-01-01 09:31:00
AAPL,700.57,2024-01-01 09:31:00
TSLA,895.27,2024-01-01 09:31:00
VZ,1429.71,2024-01-01 09:31:00
MSFT,423.72,2024-01-01 09:31:00
AAPL,993.21,2024-01-01 09:31:00
MSFT,1258.83,2024-01-01 09:31:00
AMZN,920.85,2024-01-01 09:31:00
TSLA,757.13,2024-01-01 09:31:00
BRK.A,982.52,2024-01-01 09:31:00
MSFT,748.87,2024-01-01 09:31:00
VZ,1179.45,2024-01-01 09:31:00
VZ,869.95,2024-01-01 09:31:00
NVDA,246.52,2024-01-01 09:31:00
VZ,205.82,2024-01-01 09:31:00
FB,695.49,2024-01-01 09:31:00
GOOGL,373.29,2024-01-01 09:31:00
NFLX,1000.98,2024-01-01 09:31:00
NFLX,601.15,2024-01-01 09:31:00
NVDA,1265.93,2024-01-01 09:31:00
FB,1403.38,2024-01-01 09:31:00
GOOGL,529.59,2024-01-01 09:31:00
AAPL,363.28,2024-01-01 09:31:00
VZ,1386.46,2024-01-01 09:31:00
TSLA,1211.97,2024-01-01 09:31:00
AAPL,1227.54,2024-01-01 09:31:00
BRK.A,490.61,2024-01-01 09:31:00
AAPL,1081.46,2024-01-01 09:31:00
BRK.A,542.29,2024-01-01 09:31:00
FB,524.33,2024-01-01 09:31:00
FB,840.39,2024-01-01 09:31:00
AMZN,1152.32,2024-01-01 09:31:00
AAPL,265.42,2024-01-01 09:31:00
AAPL,491.47,2024-01-01 09:31:00
GOOGL,318.07,2024-01-01 09:31:00
GOOGL,787.84,2024-01-01 09:31:00
AMZN,435.13,2024-01-01 09:31:00
BRK.A,1003.34,2024-01-01 09:31:00
NFLX,458.48,2024-01-01 09:31:00
TSLA,1052.56,2024-01-01 09:31:00
NVDA,155.53,2024-01-01 09:31:00
VZ,101.3,2024-01-01 09:31:00
NVDA,1069.28,2024-01-01 09:31:00
NVDA,138.07,2024-01-01 09:31:00
MSFT,385.02,2024-01-01 09:31:00
VZ,292.31,2024-01-01 09:31:00
TSLA,1153.95,2024-01-01 09:31:00
BRK.A,799.74,2024-01-01 09:31:00
MSFT,621.95,2024-01-01 09:31:00
MSFT,1295.7,2024-01-01 09:31:00
BRK.A,775.97,2024-01-01 09:31:00
AAPL,786.81,2024-01-01 09:31:00
AMZN,936.19,2024-01-01 09:31:00
MSFT,1415.29,2024-01-01 09:31:00
GOOGL,613.77,2024-01-01 09:31:00
NFLX,952.03,2024-01-01 09:31:00
AAPL,845.64,2024-01-01 09:31:00
AAPL,1292.29,2024-01-01 09:31:00
NVDA,1198.37,2024-01-01 09:31:00
FB,918.34,2024-01-01 09:31:00
AAPL,250.59,2024-01-01 09:31:00
GOOGL,235.16,2024-01-01 09:31:00
AMZN,611.47,2024-01-01 09:31:00
FB,760.63,2024-01-01 09:31:00
AMZN,1387.38,2024-01-01 09:31:00
AAPL,810.03,2024-01-01 09:31:00
GOOGL,1279.59,2024-01-01 09:31:00
TSLA,524.03,2024-01-01 09:31:00
AMZN,113.04,2024-01-01 09:31:00
GOOGL,490.54,2024-01-01 09:31:00
NFLX,890.07,2024-01-01 09:31:00
NVDA,322.74,2024-01-01 09:31:00
NVDA,513.92,2024-01-01 09:31:00
VZ,1067.48,2024-01-01 09:31:00
VZ,508.47,2024-01-01 09:31:00
NVDA,1163.03,2024-01-01 09:31:00
AAPL,1252.81,2024-01-01 09:31:00
FB,1265.56,2024-01-01 09:31:00
NFLX,598.95,2024-01-01 09:31:00
GOOGL,253.48,2024-01-01 09:31:00
BRK.A,1482.74,2024-01-01 09:31:00
AMZN,325.89,2024-01-01 09:31:00
GOOGL,700.75,2024-01-01 09:31:00
FB,585.85,2024-01-01 09:31:00
TSLA,939.5,2024-01-01 09:31:00
TSLA,777.22,2024-01-01 09:31:00
MSFT,505.0,2024-01-01 09:31:00
AMZN,1310.91,2024-01-01 09:31:00
GOOGL,683.4,2024-01-01 09:31:00
MSFT,1260.09,2024-01-01 09:31:00
AAPL,889.04,2024-01-01 09:31:00
AAPL,240.16,2024-01-01 09:31:00
NFLX,762.98,2024-01-01 09:31:00
FB,1197.45,2024-01-01 09:31:00
GOOGL,549.0,2024-01-01 09:31:00
GOOGL,1177.48,2024-01-01 09:31:00
MSFT,771.3,2024-01-01 09:31:00
TSLA,134.88,2024-01-01 09:31:00
AAPL,305.48,2024-01-01 09:31:00
BRK.A,246.36,2024-01-01 09:31:00
TSLA,937.38,2024-01-01 09:31:00
VZ,1232.23,2024-01-01 09:31:00
BRK.A,1332.67,2024-01-01 09:31:00
BRK.A,592.31,2024-01-01 09:31:00
NVDA,1184.61,2024-01-01 09:31:00
MSFT,568.52,2024-01-01 09:31:00
TSLA,1424.4,2024-01-01 09:31:00
NFLX,1002.55,2024-01-01 09:31:00
NFLX,1367.76,2024-01-01 09:31:00
FB,199.29,2024-01-01 09:31:00
NFLX,1043.93,2024-01-01 09:31:00
NVDA,470.39,2024-01-01 09:31:00
AAPL,1477.92,2024-01-01 09:31:00
NVDA,451.65,2024-01-01 09:31:00
NVDA,1441.45,2024-01-01 09:31:00
NVDA,174.64,2024-01-01 09:31:00
TSLA,623.25,2024-01-01 09:31:00
VZ,1240.39,2024-01-01 09:31:00
MSFT,560.87,2024-01-01 09:31:00
NFLX,692.54,2024-01-01 09:31:00
AMZN,1132.27,2024-01-01 09:31:00
NFLX,1341.28,2024-01-01 09:31:00
BRK.A,1285.51,2024-01-01 09:31:00
AAPL,465.08,2024-01-01 09:31:00
AMZN,1135.65,2024-01-01 09:31:00
MSFT,357.2,2024-01-01 09:31:00
AMZN,1258.19,2024-01-01 09:31:00
GOOGL,1057.08,2024-01-01 09:31:00
MSFT,516.56,2024-01-01 09:31:00
AMZN,940.62,2024-01-01 09:31:00
MSFT,793.16,2024-01-01 09:31:00
BRK.A,1203.86,2024-01-01 09:31:00
GOOGL,660.88,2024-01-01 09:31:00
NFLX,664.33,2024-01-01 09:31:00
MSFT,1455.58,2024-01-01 09:31:00
TSLA,262.76,2024-01-01 09:31:00
AAPL,138.84,2024-01-01 09:31:00
NFLX,1494.84,2024-01-01 09:31:00
MSFT,481.28,2024-01-01 09:31:00
VZ,1207.9,2024-01-01 09:31:00
TSLA,837.0,2024-01-01 09:31:00
FB,477.39,2024-01-01 09:31:00
TSLA,749.84,2024-01-01 09:31:00
AMZN,631.41,2024-01-01 09:31:00
NVDA,1446.57,2024-01-01 09:31:00
GOOGL,265.17,2024-01-01 09:31:00
MSFT,950.39,2024-01-01 09:31:00
BRK.A,1402.86,2024-01-01 09:31:00
GOOGL,560.12,2024-01-01 09:31:00
TSLA,650.39,2024-01-01 09:31:00
TSLA,1267.98,2024-01-01 09:31:00
GOOGL,1063.19,2024-01-01 09:31:00
BRK.A,1499.14,2024-01-01 09:31:00
FB,336.43,2024-01-01 09:31:00
TSLA,291.6,2024-01-01 09:31:00
NFLX,609.69,2024-01-01 09:31:00
NFLX,556.74,2024-01-01 09:31:00
AMZN,200.47,2024-01-01 09:31:00
VZ,1036.94,2024-01-01 09:31:00
VZ,1085.32,2024-01-01 09:31:00
MSFT,573.23,2024-01-01 09:31:00
AMZN,915.0,2024-01-01 09:31:00
TSLA,393.53,2024-01-01 09:31:00
NFLX,1497.25,2024-01-01 09:31:00
TSLA,1033.7,2024-01-01 09:31:00
TSLA,303.19,2024-01-01 09:31:00
NFLX,132.64,2024-01-01 09:31:00
NFLX,964.95,2024-01-01 09:31:00
FB,1279.93,2024-01-01 09:31:00
AAPL,1043.95,2024-01-01 09:31:00
BRK.A,892.96,2024-01-01 09:31:00
GOOGL,1087.63,2024-01-01 09:31:00
AAPL,819.9,2024-01-01 09:31:00
GOOGL,1442.73,2024-01-01 09:31:00
NVDA,255.03,2024-01-01 09:31:00
GOOGL,1348.12,2024-01-01 09:31:00
VZ,1288.32,2024-01-01 09:31:00
NVDA,424.69,2024-01-01 09:31:00
TSLA,1269.55,2024-01-01 09:31:00
NVDA,1198.99,2024-01-01 09:31:00
AAPL,1400.89,2024-01-01 09:31:00
AMZN,522.8,2024-01-01 09:31:00
NFLX,600.65,2024-01-01 09:31:00
MSFT,1219.93,2024-01-01 09:31:00
VZ,393.48,2024-01-01 09:31:00
FB,150.79,2024-01-01 09:31:00
VZ,1417.28,2024-01-01 09:31:00
NVDA,1098.52,2024-01-01 09:31:00
BRK.A,756.59,2024-01-01 09:31:00
TSLA,1435.04,2024-01-01 09:31:00
FB,885.1,2024-01-01 09:31:00
BRK.A,362.37,2024-01-01 09:31:00
TSLA,1071.11,2024-01-01 09:31:00
BRK.A,450.5,2024-01-01 09:31:00
TSLA,1093.99,2024-01-01 09:31:00
GOOGL,1108.32,2024-01-01 09:32:00
TSLA,266.69,2024-01-01 09:32:00
AAPL,1211.97,2024-01-01 09:32:00
VZ,936.9,2024-01-01 09:32:00
BRK.A,839.38,2024-01-01 09:32:00
AMZN,1099.77,2024-01-01 09:32:00
TSLA,290.66,2024-01-01 09:32:00
NVDA,1122.37,2024-01-01 09:32:00
FB,886.23,2024-01-01 09:32:00
BRK.A,435.66,2024-01-01 09:32:00
BRK.A,1272.39,2024-01-01 09:32:00
MSFT,337.53,2024-01-01 09:32:00
NVDA,201.68,2024-01-01 09:32:00
NFLX,931.04,2024-01-01 09:32:00
NFLX,1454.94,2024-01-01 09:32:00
VZ,954.48,2024-01-01 09:32:00
FB,434.52,2024-01-01 09:32:00
AMZN,1028.56,2024-01-01 09:32:00
AAPL,611.01,2024-01-01 09:32:00
GOOGL,747.99,2024-01-01 09:32:00
NVDA,1263.82,2024-01-01 09:32:00
AAPL,1354.64,2024-01-01 09:32:00
NFLX,417.71,2024-01-01 09:32:00
AMZN,1116.96,2024-01-01 09:32:00
VZ,1041.54,2024-01-01 09:32:00
NFLX,1401.54,2024-01-01 09:32:00
VZ,755.33,2024-01-01 09:32:00
TSLA,681.61,2024-01-01 09:32:00
FB,463.47,2024-01-01 09:32:00
GOOGL,918.04,2024-01-01 09:32:00
VZ,143.15,2024-01-01 09:32:00
VZ,709.26,2024-01-01 09:32:00
GOOGL,277.85,2024-01-01 09:32:00
VZ,1035.74,2024-01-01 09:32:00
VZ,1055.21,2024-01-01 09:32:00
NFLX,155.05,2024-01-01 09:32:00
VZ,1160.3,2024-01-01 09:32:00
NVDA,801.82,2024-01-01 09:32:00
MSFT,359.41,2024-01-01 09:32:00
AMZN,309.62,2024-01-01 09:32:00
TSLA,469.05,2024-01-01 09:32:00
AAPL,1078.06,2024-01-01 09:32:00
TSLA,402.46,2024-01-01 09:32:00
MSFT,257.58,2024-01-01 09:32:00
BRK.A,114.81,2024-01-01 09:32:00
TSLA,920.21,2024-01-01 09:32:00
GOOGL,411.8,2024-01-01 09:32:00
GOOGL,803.09,2024-01-01 09:32:00
GOOGL,1488.96,2024-01-01 09:32:00
AAPL,815.32,2024-01-01 09:32:00
VZ,1055.03,2024-01-01 09:32:00
MSFT,189.48,2024-01-01 09:32:00
NVDA,1272.28,2024-01-01 09:32:00
MSFT,1080.8,2024-01-01 09:32:00
NVDA,272.88,2024-01-01 09:32:00
FB,1348.58,2024-01-01 09:32:00
NVDA,1110.07,2024-01-01 09:32:00
MSFT,295.85,2024-01-01 09:32:00
VZ,1021.92,2024-01-01 09:32:00
AAPL,1316.0,2024-01-01 09:32:00
AAPL,562.16,2024-01-01 09:32:00
AAPL,611.56,2024-01-01 09:32:00
NVDA,420.8,2024-01-01 09:32:00
GOOGL,317.38,2024-01-01 09:32:00
VZ,833.6,2024-01-01 09:32:00
NFLX,1192.86,2024-01-01 09:32:00
MSFT,1459.74,2024-01-01 09:32:00
NVDA,395.77,2024-01-01 09:32:00
GOOGL,629.22,2024-01-01 09:32:00
AMZN,1229.31,2024-01-01 09:32:00
MSFT,833.69,2024-01-01 09:32:00
VZ,1181.21,2024-01-01 09:32:00
AMZN,1386.03,2024-01-01 09:32:00
AMZN,299.19,2024-01-01 09:32:00
NFLX,520.35,2024-01-01 09:32:00
GOOGL,1284.73,2024-01-01 09:32:00
GOOGL,1491.12,2024-01-01 09:32:00
TSLA,507.91,2024-01-01 09:32:00
GOOGL,1373.0,2024-01-01 09:32:00
NFLX,437.29,2024-01-01 09:32:00
BRK.A,877.88,2024-01-01 09:32:00
AMZN,502.87,2024-01-01 09:32:00
NFLX,563.45,2024-01-01 09:32:00
AMZN,951.18,2024-01-01 09:32:00
GOOGL,1231.74,2024-01-01 09:32:00
VZ,1102.62,2024-01-01 09:32:00
FB,192.08,2024-01-01 09:32:00
GOOGL,646.05,2024-01-01 09:32:00
NVDA,1316.8,2024-01-01 09:32:00
